"","file_name","task_id","H0","H1","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H12","H13","H14","H15","H16","H17","H18","H19","H20","NA"
"15","HIT01_8",1,0,0,0,0,0,0,0,0,0,0,0,0,3.72663878002514e-06,0.00291703199545301,0.158696273097517,0.695367842407484,0.14282454600096,0.000190579859806869,0,0,0,NA
"16","HIT01_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32338805256182e-05,0.0405778733696392,0.66675829173044,0.292156393018347,0.000414208001047416,0,0,0,NA
"17","HIT01_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336268598953064,0.414406654381787,0.581063596273925,0.00116706335475768,0,0,0,NA
"18","HIT01_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998790290520431,0.896295535020789,0.00382543592716824,0,0,0,NA
"19","HIT01_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336516834473561,0.966348316552644,0,0,0,0,NA
"20","HIT01_8",2,0.0952380952380953,0.0904761904761905,0.0857142857142857,0.080952380952381,0.0761904761904762,0.0714285714285715,0.0666666666666667,0.0619047619047619,0.0571428571428571,0.0523809523809524,0.0476190476190476,0.0428571428571429,0.0380952380952381,0.0333333333333333,0.0285714285714286,0.0238095238095238,0.0190476190476191,0.0142857142857143,0.00952380952380952,0.00476190476190476,0,NA
"21","HIT01_8",2,0.184331797235023,0.157603686635945,0.133592044627698,0.112151346107203,0.0931360659713801,0.0764006791171477,0.0617996604414262,0.0491874848411351,0.0384186272131943,0.0293475624545234,0.0218287654620422,0.0157167111326704,0.0108658743633277,0.00713073005093378,0.00436575309240844,0.00242541838467136,0.00116420082464225,0.000436575309240844,9.70167353868542e-05,0,0,NA
"22","HIT01_8",2,0.304627532717398,0.221388059402369,0.158028275088788,0.110554760350181,0.075608384851742,0.0503932838489394,0.0326100539040248,0.020393167820447,0.0122526087951707,0.00701972378889987,0.00379729611420579,0.00191383724155972,0.000882097823270322,0.000361797935325718,0.000126576537140193,3.51601492056092e-05,6.75074864747697e-06,6.32882685700965e-07,0,0,0,NA
"23","HIT01_8",2,0.441387268910364,0.256622558144486,0.144614917550748,0.0786885010907133,0.0411526888763587,0.0205713209165881,0.00976208224592812,0.00436061358132357,0.00181380516599993,0.000692772806458307,0.000238479266754311,7.21161302665037e-05,1.84659501368276e-05,3.7869624304041e-06,5.67807777986456e-07,5.25747942580052e-08,2.0188720995074e-09,0,0,0,0,NA
"24","HIT01_8",2,0.578869837356737,0.252416192579405,0.104811735137586,0.0411887807391773,0.0152054124550903,0.00522558444244038,0.00165319428010123,0.000474726536225297,0.000121515918702621,2.70738592016835e-05,5.08356671028996e-06,7.68635286595843e-07,8.74736087981856e-08,6.72709637974328e-09,2.88184053871313e-10,4.44728478196472e-12,0,0,0,0,0,NA
"25","HIT01_8",2,0,0.500447620568814,0.306235657820775,0.130372769107724,0.0452978114941101,0.0133781666197027,0.00338591157066521,0.000729216504339988,0.000131275819243202,1.91942454893897e-05,2.18426567905986e-06,1.81643533870618e-07,1.00226533802019e-08,3.13131451354422e-10,4.12748616602392e-12,1.13742453869707e-14,0,0,0,0,0,NA
"26","HIT01_8",2,0,0.429075306570637,0.359294358364617,0.152961287258692,0.0458515857737017,0.0105794665836451,0.00192785904985498,0.000276799242558535,3.06647748151669e-05,2.52202051168441e-06,1.44949873590504e-07,5.303773854626e-09,1.06417995168207e-10,9.00453245286864e-13,1.82602511451883e-15,0,0,0,0,0,0,NA
"27","HIT01_8",2,0,0.386802637094512,0.409132466017747,0.159663819569538,0.0375378297481594,0.00608991331535721,0.000710235853500952,5.94852108142261e-05,3.47603173341678e-06,1.34008963416455e-07,3.11191604007985e-09,3.75758633820696e-11,1.82774283503081e-13,2.09427305012486e-16,0,0,0,0,0,0,0,NA
"28","HIT01_8",2,0,0.370879606509043,0.454230770289045,0.14771951583365,0.0245150535335934,0.00248573492298535,0.000162343282240962,6.79846301814733e-06,1.74624053820431e-07,2.52455855930719e-09,1.77650131131457e-11,4.7192100740187e-14,2.78241229421235e-17,0,0,0,0,0,0,0,0,NA
"29","HIT01_8",2,0,0.3790378383607,0.488655238052942,0.119185973126871,0.0124108040684624,0.000688192535491574,2.1574001441715e-05,3.76440098953551e-07,3.40014776672159e-09,1.38252090054842e-11,1.96538026135578e-14,5.74305602622088e-18,0,0,0,0,0,0,0,0,0,NA
"30","HIT01_8",2,0,0.411252730187008,0.502282087038649,0.0816730961027255,0.00466919108053257,0.000121364861968777,1.52185649919476e-06,8.8515152941178e-09,2.10857661642437e-11,1.60755030513633e-14,2.30836383746467e-18,0,0,0,0,0,0,0,0,0,0,NA
"31","HIT01_8",2,0,0,0.814876667642325,0.176669649998486,0.00831770839856123,0.000135124788517541,8.47199651826086e-07,1.97101387135454e-09,1.44470136005479e-12,2.36018739652225e-16,3.85126590267942e-21,0,0,0,0,0,0,0,0,0,0,NA
"32","HIT01_8",2,0,0,0,0.927015662476214,0.071884941561298,0.00109481449028223,4.57614755050837e-06,5.32321412076588e-09,1.4406557653136e-12,5.88394541950753e-17,1.24690948356373e-22,0,0,0,0,0,0,0,0,0,0,NA
"33","HIT01_8",2,0,0,0,0,0.972123501203628,0.0277603749220397,0.000116033878641794,8.99844500868592e-08,1.12398793891048e-11,1.37718194254984e-16,4.42194846321394e-23,0,0,0,0,0,0,0,0,0,0,NA
"34","HIT01_8",2,0,0,0,0,0.95714967404624,0.0427074623477836,0.000142808229847859,5.53740001676921e-08,2.12822098305735e-12,3.91144878804928e-18,0,0,0,0,0,0,0,0,0,0,0,NA
"35","HIT01_8",2,0,0,0,0,0.94707176782496,0.0528222400343722,0.000105978442846519,1.3697740711925e-08,8.09927989401185e-14,0,0,0,0,0,0,0,0,0,0,0,0,NA
"36","HIT01_8",2,0,0,0,0,0.950271941026375,0.0496881819098792,3.98762047444938e-05,8.59001602110022e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"37","HIT01_8",2,0,0,0,0,0.968349042956812,0.0316458776965509,5.07934663673406e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"38","HIT01_8",2,0,0,0,0,0.989890667770742,0.0101093322292579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"39","HIT01_8",3,0.0952380952380953,0.0904761904761905,0.0857142857142857,0.080952380952381,0.0761904761904762,0.0714285714285715,0.0666666666666667,0.0619047619047619,0.0571428571428571,0.0523809523809524,0.0476190476190476,0.0428571428571429,0.0380952380952381,0.0333333333333333,0.0285714285714286,0.0238095238095238,0.0190476190476191,0.0142857142857143,0.00952380952380952,0.00476190476190476,0,NA
"40","HIT01_8",3,0.184331797235023,0.157603686635945,0.133592044627698,0.112151346107203,0.0931360659713801,0.0764006791171477,0.0617996604414262,0.0491874848411351,0.0384186272131943,0.0293475624545234,0.0218287654620422,0.0157167111326704,0.0108658743633277,0.00713073005093378,0.00436575309240844,0.00242541838467136,0.00116420082464225,0.000436575309240844,9.70167353868542e-05,0,0,NA
"41","HIT01_8",3,0.304627532717398,0.221388059402369,0.158028275088788,0.110554760350181,0.075608384851742,0.0503932838489394,0.0326100539040248,0.020393167820447,0.0122526087951707,0.00701972378889987,0.00379729611420579,0.00191383724155972,0.000882097823270322,0.000361797935325718,0.000126576537140193,3.51601492056092e-05,6.75074864747697e-06,6.32882685700965e-07,0,0,0,NA
"42","HIT01_8",3,0,0.189321352550261,0.227602266302089,0.199034903659234,0.149465034632094,0.101175576764928,0.0628529663017534,0.0360305087436801,0.0190310549517204,0.00919958222763829,0.00402140060493717,0.00156062514676402,0.00052312762121233,0.000145277751252204,3.12775602606225e-05,4.65439884830691e-06,3.81288353653303e-07,9.4949736505461e-09,0,0,0,NA
"43","HIT01_8",3,0,0.122340188480362,0.23222757260023,0.236926278630208,0.181408137621301,0.115123536661506,0.0629356736228923,0.0300649339798377,0.0125644599858895,0.00455523024390767,0.00140793437363226,0.000360618173334677,7.32609786547562e-05,1.10203727402467e-05,1.09506006838065e-06,5.81983454709102e-08,1.01708980500842e-09,0,0,0,0,NA
"44","HIT01_8",3,0,0.0898771743383597,0.251419221858534,0.277881755983619,0.200250969595204,0.109210576890416,0.0477625439430493,0.0171124457048143,0.00502960915579133,0.00119665803164179,0.000224160039554788,3.15781062186032e-05,3.11040707211484e-06,1.90079014945246e-07,5.81155658105006e-09,5.51540157792196e-11,0,0,0,0,0,NA
"45","HIT01_8",3,0,0.0753879137574398,0.288582864455737,0.3189569696738,0.198302956851486,0.0844907750345573,0.0266050781764676,0.00635474185671519,0.00114938811657217,0.000153824336880555,1.45528480859123e-05,9.02045738229084e-07,3.23092602558333e-08,5.34744186133809e-10,2.51530707657743e-12,0,0,0,0,0,0,NA
"46","HIT01_8",3,0,0.0714026275399902,0.345255534583515,0.349795038390184,0.17056917685189,0.0510990936869192,0.0102978939926624,0.00143482384233791,0.000136888580239374,8.58750195195166e-06,3.28257448759327e-07,6.71442910780064e-09,5.83020191251648e-11,1.30669663202569e-13,0,0,0,0,0,0,0,NA
"47","HIT01_8",3,0,0.075219500967598,0.421139505920566,0.355563958877618,0.122387472584082,0.0229155152879326,0.00258614501568651,0.000180166086915165,7.55544901999042e-06,1.77742456018557e-07,2.05885128620353e-09,9.26493041523551e-12,9.75130445267193e-15,0,0,0,0,0,0,0,0,NA
"48","HIT01_8",3,0,0.0868172473461644,0.511655847674212,0.323989514562855,0.0699729188791164,0.0071649097133506,0.000388128206976693,1.12663732840834e-05,1.66142199602319e-07,1.09926749037177e-09,2.57236141485197e-12,1.27333259270639e-15,0,0,0,0,0,0,0,0,0,NA
"49","HIT01_8",3,0,0.108301989560473,0.604682317960662,0.255263678442389,0.0302674556007517,0.00145277355671665,3.14791068287114e-05,3.0458609793258e-07,1.18461095898531e-09,1.46960441010884e-12,3.47371236192249e-16,0,0,0,0,0,0,0,0,0,0,NA
"50","HIT01_8",3,0,0.144396926230868,0.678914625485955,0.167183615334922,0.00932871164289268,0.000174905600494069,1.21276922916164e-06,2.93363348278144e-09,2.00608861387263e-12,2.33316842202588e-16,0,0,0,0,0,0,0,0,0,0,0,NA
"51","HIT01_8",3,0,0.204065901187079,0.706971802230015,0.0870463659197636,0.00190475192201205,1.11601617493173e-05,1.8571893488336e-08,7.48742729531157e-12,4.50117058581662e-16,0,0,0,0,0,0,0,0,0,0,0,0,NA
"52","HIT01_8",3,0,0.302930733709314,0.662830726479251,0.0340047779475202,0.00023344121003223,3.20568525323207e-07,8.53545264557443e-11,2.86762095441205e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"53","HIT01_8",3,0,0.460545955083254,0.530369653966123,0.00906973761310974,1.46501939943418e-05,3.14345143621536e-09,6.69579918376016e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"54","HIT01_8",3,0,0.672512033926154,0.326093499096823,0.00139411373371012,3.53237391357261e-07,5.92134109290528e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"55","HIT01_8",3,0,0.867128314832932,0.132777075275911,9.46080110340014e-05,1.88012269075892e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"56","HIT01_8",3,0,0.968768564565881,0.0312295810925802,1.85434153853647e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"57","HIT01_8",3,0,0.99661817354012,0.00338182645987958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"58","HIT01_8",4,0.0952380952380953,0.0904761904761905,0.0857142857142857,0.080952380952381,0.0761904761904762,0.0714285714285715,0.0666666666666667,0.0619047619047619,0.0571428571428571,0.0523809523809524,0.0476190476190476,0.0428571428571429,0.0380952380952381,0.0333333333333333,0.0285714285714286,0.0238095238095238,0.0190476190476191,0.0142857142857143,0.00952380952380952,0.00476190476190476,0,NA
"59","HIT01_8",4,0,0.0271428571428571,0.0487218045112782,0.065187969924812,0.0769924812030075,0.0845864661654135,0.088421052631579,0.0889473684210526,0.0866165413533834,0.0818796992481203,0.075187969924812,0.0669924812030075,0.0577443609022556,0.0478947368421053,0.0378947368421053,0.0281954887218045,0.0192481203007519,0.0115037593984962,0.00541353383458646,0.00142857142857143,0,NA
"60","HIT01_8",4,0,0,0.00288844066550029,0.0109497754549405,0.0243437303824881,0.0417887827763353,0.0611564906337408,0.0799766725728147,0.0958534383810468,0.10679207016058,0.111436754070228,0.10921916266423,0.100417887827763,0.086128724309185,0.0681458038490255,0.0487535799057245,0.0304296629781101,0.0154585065246219,0.00545594347927833,0.000804573364387042,0,NA
"61","HIT01_8",4,0,0,0,0.0001502607389303,0.00125764621739506,0.00505990503276385,0.0138226710569711,0.0293742044686125,0.0519958108004268,0.0796530412174646,0.107944640698962,0.130923221156953,0.142664242785752,0.139188538097425,0.120138758158017,0.0895322084964048,0.0550220220110337,0.0254559369481921,0.00718755866772481,0.000629333446971055,0,NA
"62","HIT01_8",4,0,0,0,0,5.01902661303566e-06,9.46552389431484e-05,0.000724022886817562,0.00333363876134863,0.0108940325304663,0.0275363656137996,0.056540729395374,0.0969871411780105,0.140913093275518,0.173759509591525,0.179973885658835,0.152413339883819,0.0999099985157411,0.0453344472943779,0.0109716981687234,0.000608422980088423,0,NA
"63","HIT01_8",4,0,0,0,0,0,1.3807434627237e-07,5.91437232887054e-06,8.85030555132174e-05,0.000711926274388517,0.00371147833793792,0.0138560367971249,0.0392171223961727,0.0868247612105149,0.152230701824611,0.210233488713629,0.222548871833357,0.169757376185763,0.0818421378888063,0.018283544185114,0.000687998850391973,0,NA
"64","HIT01_8",4,0,0,0,0,0,0,3.90621194230058e-09,3.79943276393619e-07,1.12847880130065e-05,0.00016178490857047,0.00137270567526702,0.00769270919186901,0.0302778241446516,0.0862654077808677,0.178701248326081,0.26273539861114,0.256526252237817,0.143349976937803,0.032024403380546,0.000880620167885544,0,NA
"65","HIT01_8",4,0,0,0,0,0,0,0,1.38856983569568e-10,3.04558166406466e-08,1.80110405778016e-06,4.63088809237291e-05,0.000642305107282126,0.00539318653731487,0.0291311489659285,0.103450293413585,0.23765270188248,0.330007221063359,0.23512534125836,0.0573022163287694,0.00124744486326619,0,NA
"66","HIT01_8",4,0,0,0,0,0,0,0,0,7.45235823788953e-12,3.63593597802722e-09,4.24931599657235e-07,1.94495723749247e-05,0.000435494681887585,0.00535151108319088,0.0380084831126745,0.155920615318213,0.346420998777265,0.349661551849239,0.102258897890051,0.00192256914011692,0,NA
"67","HIT01_8",4,0,0,0,0,0,0,0,0,0,7.15987434355413e-13,7.60703677886896e-10,1.72350181045119e-07,1.37211973739669e-05,0.000479487178723123,0.0081732041893671,0.0698512390066152,0.283783220568354,0.456510301391776,0.178009239883126,0.00317941347306319,0,NA
"68","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,1.44356958008527e-13,3.23794258992337e-10,1.37482727603383e-07,1.82164303523684e-05,0.000931536513245949,0.0199031426728525,0.172501539212645,0.50543927816734,0.295632523864219,0.00557362533267851,0,NA
"69","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,7.08082965799183e-14,3.20694761537427e-10,2.41673155951804e-07,4.94339153578943e-05,0.00330062971316573,0.0732332130177527,0.455977104904963,0.457203414942213,0.0102359615126255,0,NA
"70","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,9.68272122121461e-14,8.30013929720832e-10,1.01866932269156e-06,0.000283396042476101,0.020121253991509,0.319470066221157,0.640658505336891,0.0194657589085337,0,NA
"71","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,1.50245814355158e-16,1.25572618532803e-11,7.70571250005651e-08,7.14582046181779e-05,0.0121765597487128,0.328661364572249,0.659090540404738,0,0,NA
"72","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28203793797116e-14,2.01400918924673e-09,9.33836298376226e-06,0.00509205672589308,0.292062781805016,0.702835821092065,0,0,NA
"73","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62586259977285e-15,7.98163160397657e-10,1.38781714946791e-05,0.0161440855819852,0.983842035448355,0,0,0,NA
"74","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35876425022055e-11,3.07600028455676e-06,0.0114503180741087,0.988546605902019,0,0,0,NA
"75","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2755657273296e-07,0.00542126376407022,0.994578508679357,0,0,0,NA
"76","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128090196515993,0.99871909803484,0,0,0,NA
"77","HIT01_8",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
